,post_url,category_labels
14,https://directory.art/artist/setshb/post/2635fb5dc7945749bfaee3035ee075c901/,"['3D art', 'Animation', 'Digital art', 'Modelling', 'Motion design', 'NFT art']"
15,https://directory.art/artist/setshb/post/26b7e05dc8dd1b419bb4d6cbdcc82d2d1c/,"['3D art', 'Animation', 'Digital art', 'Modelling', 'Motion design', 'NFT art']"
16,https://directory.art/artist/artvisionnft/post/5150bba925add2461ca40538e1f8c32037/,"['3D art', 'NFT art', 'Photography']"
17,https://directory.art/artist/artvisionnft/post/51433603c9483d490d9d46db05b133f724/,"['3D art', 'NFT art', 'Photography']"
18,https://directory.art/artist/artvisionnft/post/5182aeae3b028b4c4bbbfb83e281bafd0a/,"['3D art', 'NFT art', 'Photography']"
19,https://directory.art/artist/artvisionnft/post/51c746a1c5dcb449ddacb788391dc3cdc9/,"['3D art', 'NFT art', 'Photography']"
20,https://directory.art/artist/artvisionnft/post/51a9f971d04bfd40c4947409d72f104e43/,"['3D art', 'NFT art', 'Photography']"
21,https://directory.art/artist/artvisionnft/post/51d6b1a8d6b92146fdb2cbff23afeae918/,"['3D art', 'NFT art', 'Photography']"
22,https://directory.art/artist/artvisionnft/post/51eae2125e030142dcbc6a07d7184d48fa/,"['3D art', 'NFT art', 'Photography']"
23,https://directory.art/artist/artvisionnft/post/51b49a1e9d49b642a7a06f7fd10ca5b3e5/,"['3D art', 'NFT art', 'Photography']"
24,https://directory.art/artist/mattbag3d/post/70d767ce0b97fa42209012c3ddbdf5a8f4/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
25,https://directory.art/artist/mattbag3d/post/70917db2c4143643fe9eca00e529f25530/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
26,https://directory.art/artist/mattbag3d/post/7055d8db0f26c64d15a87d53a93fe88c3d/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
27,https://directory.art/artist/mattbag3d/post/702a4bf5a8bf4c4cc0ba68b6f7e5b79db8/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
28,https://directory.art/artist/mattbag3d/post/7096a6a47396b0429e96a778ed80ef0b20/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
29,https://directory.art/artist/mattbag3d/post/70b35df312f6354b04a913dc7544427eef/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
30,https://directory.art/artist/mattbag3d/post/70e280f16cc3864be5bfe9464bf2458d61/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
31,https://directory.art/artist/mattbag3d/post/708f95aac036a84cc98951b6fe04018921/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
32,https://directory.art/artist/mattbag3d/post/702bdc32617a1746e5b368a695b064e0c1/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
33,https://directory.art/artist/mattbag3d/post/704a7a75198f934768bd1339dd6ae9324e/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
34,https://directory.art/artist/mattbag3d/post/70807c18c75309422d881481b10f755d9f/,"['3D art', 'Animation', 'Illustration', 'Modelling', 'NFT art', 'Sculpture']"
35,https://directory.art/artist/mej/post/76fcba36912e4544cd9d82d514970834f3/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Graphic design', 'Performance art', 'Video editing', 'Videography']"
36,https://directory.art/artist/mej/post/760772643bb1604f61888aea2206a6ced9/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Graphic design', 'Performance art', 'Video editing', 'Videography']"
37,https://directory.art/artist/mej/post/76a01475cd250d46868be8805726128cd2/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Graphic design', 'Performance art', 'Video editing', 'Videography']"
38,https://directory.art/artist/mej/post/76022514976fe04c6c9c1c6cef20bad24b/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Graphic design', 'Performance art', 'Video editing', 'Videography']"
39,https://directory.art/artist/mej/post/767deecd39b61149358506b9e1e742ce4f/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Graphic design', 'Performance art', 'Video editing', 'Videography']"
40,https://directory.art/artist/mej/post/76b8e5dc9268eb40d589c2411816adeab6/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Graphic design', 'Performance art', 'Video editing', 'Videography']"
41,https://directory.art/artist/filoo/post/9187ebd9b3d2bd4c0c8e11fdf0983edc82/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
42,https://directory.art/artist/filoo/post/915f672ad63d5145dba2bd835f8c5ca330/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
43,https://directory.art/artist/filoo/post/91ee9e9ed1d6474d77b714471ed8370bd9/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
44,https://directory.art/artist/filoo/post/918324a956683c44a0b377a82f27a13376/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
45,https://directory.art/artist/filoo/post/9111a15ae7aca841fe9e6754d247ef1c87/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
46,https://directory.art/artist/filoo/post/91e780452d8d0845e780570a11901ff960/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
47,https://directory.art/artist/filoo/post/919ff073e76560481ba9fd6232f2dcf211/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
48,https://directory.art/artist/filoo/post/9110fc88d4793c4d9788cba03f3ecfc36d/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
49,https://directory.art/artist/filoo/post/9105e4b0e7bda0428395d9db9268074bcc/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
50,https://directory.art/artist/filoo/post/91a8b350105f7345b48d6dd4aa3d653e69/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
51,https://directory.art/artist/filoo/post/914f56b5e761e1485fb69936b9ce6f211c/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
52,https://directory.art/artist/filoo/post/910bacb234fcb54b0da635be2ca2bc62e9/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Illustration', 'Sculpture', 'Video art']"
53,https://directory.art/artist/pixeloush/post/92a7b51ad4989c422986bb53bba148bb81/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
54,https://directory.art/artist/pixeloush/post/9211e15a393476406a944f5ecb6fcb50d7/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
55,https://directory.art/artist/pixeloush/post/92a02a8f2dd0b2400d9301d741d57549af/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
56,https://directory.art/artist/pixeloush/post/92bbf1194db88f4ec2af84bcd3ebe19e5e/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
57,https://directory.art/artist/pixeloush/post/92d4eb2ecfe67647ffaabb3334c1568798/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
58,https://directory.art/artist/pixeloush/post/924ebe7c4889ae4162a66870980490a9e2/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
59,https://directory.art/artist/pixeloush/post/929b5e4138ca1e4850b007ca19e4ed5c98/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
60,https://directory.art/artist/pixeloush/post/9276567d1f573145f2ab5e9adecc183351/,"['3D art', 'Animation', 'Digital art', 'Installation art', 'NFT art', 'Photography']"
61,https://directory.art/artist/odysseyoftheheart/post/98c1fdf824e6494c60adabab4ee76c2acc/,"['3D art', 'Architecture', 'NFT art', 'Photography', 'Pottery and ceramics', 'Virtual reality']"
62,https://directory.art/artist/odysseyoftheheart/post/983e24cc29cfc14d0380b9a8e96623ae3a/,"['3D art', 'Architecture', 'NFT art', 'Photography', 'Pottery and ceramics', 'Virtual reality']"
63,https://directory.art/artist/odysseyoftheheart/post/98292d6951c7f148c194e03089776f8249/,"['3D art', 'Architecture', 'NFT art', 'Photography', 'Pottery and ceramics', 'Virtual reality']"
64,https://directory.art/artist/nftcargirl/post/10991301bd6afc9426db2c7e5704e256c96/,['3D art']
65,https://directory.art/artist/nftcargirl/post/109392f3bfe64274045ae66fdc1817f31b7/,['3D art']
66,https://directory.art/artist/nftcargirl/post/109a3a54dd22955431ebf1aaeb49198a6dd/,['3D art']
67,https://directory.art/artist/freter/post/801add8b99462a4b0ab03db1e3a5f95f92/,"['3D art', 'Conceptual art', 'NFT art']"
68,https://directory.art/artist/freter/post/80e09f2567cdd44620b705062c075525c1/,"['3D art', 'Conceptual art', 'NFT art']"
69,https://directory.art/artist/freter/post/80c66514b8897843baaf273425b7c30704/,"['3D art', 'Conceptual art', 'NFT art']"
70,https://directory.art/artist/coriot/post/138a6c4cdcd4a244c5fa496f64883d9b435/,"['3D art', 'Animation', 'Conceptual art', 'Drawing', 'Illustration', 'NFT art']"
71,https://directory.art/artist/coriot/post/138f1654d3f81a84b89b73eee63cd383846/,"['3D art', 'Animation', 'Conceptual art', 'Drawing', 'Illustration', 'NFT art']"
72,https://directory.art/artist/coriot/post/1380e8a0d901eba42fbbbbb857a86f46e66/,"['3D art', 'Animation', 'Conceptual art', 'Drawing', 'Illustration', 'NFT art']"
73,https://directory.art/artist/coriot/post/138af4dfd6c2c03427baf6c6827a8df9d6f/,"['3D art', 'Animation', 'Conceptual art', 'Drawing', 'Illustration', 'NFT art']"
74,https://directory.art/artist/coriot/post/138a6cddb1f2b0f4bfb989a7d16694968cd/,"['3D art', 'Animation', 'Conceptual art', 'Drawing', 'Illustration', 'NFT art']"
75,https://directory.art/artist/tomato/post/1323e6dd9ae6a734a579f148fda74afab54/,"['3D art', 'Abstract art', 'Animation', 'Digital art', 'NFT art']"
76,https://directory.art/artist/tomato/post/132816b103fc7654b5c92ab310e7d45ecba/,"['3D art', 'Abstract art', 'Animation', 'Digital art', 'NFT art']"
77,https://directory.art/artist/tomato/post/1327a60fe0b3248414cbfab82ca41ceb3ff/,"['3D art', 'Abstract art', 'Animation', 'Digital art', 'NFT art']"
78,https://directory.art/artist/tomato/post/132c8590d263e1f4269bfdbd466fb160e1f/,"['3D art', 'Abstract art', 'Animation', 'Digital art', 'NFT art']"
79,https://directory.art/artist/gass/post/142be895233c80a4cac9459644cd37e5412/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Music composition', 'Singing', 'Video art']"
80,https://directory.art/artist/gass/post/14263d8b8dd4c854bafadab2fbcd0bd11ce/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Music composition', 'Singing', 'Video art']"
81,https://directory.art/artist/gass/post/142ce769775dc9c46209b3249d43b0934be/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Music composition', 'Singing', 'Video art']"
82,https://directory.art/artist/gass/post/1426f776a89252c4209af98f778d06db65b/,"['3D art', 'Animation', 'Digital art', 'Filmmaking', 'Music composition', 'Singing', 'Video art']"
83,https://directory.art/artist/blancolozano/post/14355bf639e7446411a93d64a013f28531f/,"['3D art', 'Abstract art', 'Digital art', 'NFT art', 'Painting']"
84,https://directory.art/artist/blancolozano/post/143fd61989968f142b6b0d7678ae4b86421/,"['3D art', 'Abstract art', 'Digital art', 'NFT art', 'Painting']"
85,https://directory.art/artist/blancolozano/post/143a1e56ec3fba749eeafdfccfec4e0dfe3/,"['3D art', 'Abstract art', 'Digital art', 'NFT art', 'Painting']"
86,https://directory.art/artist/blancolozano/post/14369f2d7e9b76a4dadad6e1a44330fa784/,"['3D art', 'Abstract art', 'Digital art', 'NFT art', 'Painting']"
87,https://directory.art/artist/shonamcdermott/post/117daf72ad54c6a47b08c97ec9c95d7b392/,"['3D art', 'Digital art', 'NFT art']"
88,https://directory.art/artist/shonamcdermott/post/11795745ac1d3774f5cb87b4f27f4d740e8/,"['3D art', 'Digital art', 'NFT art']"
89,https://directory.art/artist/shonamcdermott/post/117816a57780d914331859ca20dd0ea928e/,"['3D art', 'Digital art', 'NFT art']"
90,https://directory.art/artist/shonamcdermott/post/11730f2fb17abbe42f0af33ab089f2a2e7a/,"['3D art', 'Digital art', 'NFT art']"
91,https://directory.art/artist/studioriva/post/1461a75b748001c48bdb4faa21f84751be7/,"['3D art', 'Digital art', 'Illustration', 'Sculpture', 'Woodwork']"
92,https://directory.art/artist/studioriva/post/14652227a7e1296486a9aa99d831725506c/,"['3D art', 'Digital art', 'Illustration', 'Sculpture', 'Woodwork']"
93,https://directory.art/artist/studioriva/post/146396aabe45e0c4a96b2167575f0a89242/,"['3D art', 'Digital art', 'Illustration', 'Sculpture', 'Woodwork']"
94,https://directory.art/artist/martisha_merems/post/178499d78d8e4e7424ba44f160546bb57da/,"['3D art', 'Animation', 'Digital art', 'NFT art']"
95,https://directory.art/artist/martisha_merems/post/178a03012aa095247f8a86ea21db3e6a8e2/,"['3D art', 'Animation', 'Digital art', 'NFT art']"
96,https://directory.art/artist/martisha_merems/post/178b5d0f899417c48e3ae98b2fd655aa88b/,"['3D art', 'Animation', 'Digital art', 'NFT art']"
97,https://directory.art/artist/adolfochs/post/152172567168e894213893a3d2ddbeea500/,"['3D art', 'Abstract art', 'Digital art', 'Painting']"
98,https://directory.art/artist/adolfochs/post/15243cd4f00530d445f9df92f86a8582d94/,"['3D art', 'Abstract art', 'Digital art', 'Painting']"
99,https://directory.art/artist/adolfochs/post/152ae3aed48f16c44778895ba42b220722d/,"['3D art', 'Abstract art', 'Digital art', 'Painting']"
100,https://directory.art/artist/ijlalaslam/post/180d0bf549cfc3c4ade9ad92729266a0784/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Photography']"
101,https://directory.art/artist/ijlalaslam/post/1808ca318600dfe431094f436d4e4ac811b/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Photography']"
102,https://directory.art/artist/ijlalaslam/post/1808e7ed27696c84092a22500923e87aed0/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Photography']"
103,https://directory.art/artist/nogohnguyen/post/1825df8029914634e7298f3cac3a3f2f493/,"['3D art', 'Illustration']"
104,https://directory.art/artist/nogohnguyen/post/182efda07974c2a460495cd7606794047b9/,"['3D art', 'Illustration']"
105,https://directory.art/artist/nogohnguyen/post/182308741e1efb94b0daef5f98d5fe530b2/,"['3D art', 'Illustration']"
106,https://directory.art/artist/nogohnguyen/post/18272bf4939518b4c5dacc9a951e0c2f294/,"['3D art', 'Illustration']"
107,https://directory.art/artist/jikjix/post/19102faa058b94e490b8c20b7beee569c4a/,"['3D art', 'Digital art', 'Fashion', 'NFT art', 'Nude art']"
108,https://directory.art/artist/jikjix/post/1919cb12766b6014d3ba9ce1a9563b3c5a3/,"['3D art', 'Digital art', 'Fashion', 'NFT art', 'Nude art']"
109,https://directory.art/artist/jikjix/post/19169e913b3a6684794aa51da4e49d7ede3/,"['3D art', 'Digital art', 'Fashion', 'NFT art', 'Nude art']"
110,https://directory.art/artist/jikjix/post/191bbcfa13109604363be4065b2f2f37658/,"['3D art', 'Digital art', 'Fashion', 'NFT art', 'Nude art']"
111,https://directory.art/artist/shavonnewong/post/2073fa0b20f2f5246e2ad31a7db3b8ad544/,"['3D art', 'Animation', 'NFT art']"
112,https://directory.art/artist/shavonnewong/post/207a205914099204ca5b55d1a57d2de4252/,"['3D art', 'Animation', 'NFT art']"
113,https://directory.art/artist/shavonnewong/post/20713d4d405fad44d7da717957f35d4d923/,"['3D art', 'Animation', 'NFT art']"
114,https://directory.art/artist/shavonnewong/post/2075627629f32f4417fa7d2f587a376d8f5/,"['3D art', 'Animation', 'NFT art']"
115,https://directory.art/artist/shavonnewong/post/207bcbda6051a7940e194f5074681d52f04/,"['3D art', 'Animation', 'NFT art']"
116,https://directory.art/artist/shavonnewong/post/207f27043d8d08840ec8b31a10450681654/,"['3D art', 'Animation', 'NFT art']"
117,https://directory.art/artist/hanneshummel/post/2094e098f138b454b46a4bca3ee4bc6b481/,"['3D art', 'Animation', 'Digital art', 'Digital art', 'Filmmaking', 'Motion design', 'NFT art', 'Sound sculpting']"
118,https://directory.art/artist/hanneshummel/post/209a9c831b9c2ed4827940b7e1be7e776ef/,"['3D art', 'Animation', 'Digital art', 'Digital art', 'Filmmaking', 'Motion design', 'NFT art', 'Sound sculpting']"
119,https://directory.art/artist/hanneshummel/post/2099eb9f796b7834ad380e8aa263190a690/,"['3D art', 'Animation', 'Digital art', 'Digital art', 'Filmmaking', 'Motion design', 'NFT art', 'Sound sculpting']"
120,https://directory.art/artist/pw_nft/post/2116570a4396a014ac6928011e0d3e612b5/,"['3D art', 'Animation', 'NFT art']"
121,https://directory.art/artist/pw_nft/post/21120ba43c1903a4784ad3990e82ba7eb19/,"['3D art', 'Animation', 'NFT art']"
122,https://directory.art/artist/pw_nft/post/2116dbb65e185dd4c0cb056d773bd0152b5/,"['3D art', 'Animation', 'NFT art']"
123,https://directory.art/artist/pw_nft/post/211b9a2aaf092114b49bfbf0b9f4a068d4c/,"['3D art', 'Animation', 'NFT art']"
124,https://directory.art/artist/pw_nft/post/211a4834939a2ef4b509b6a09ace564c364/,"['3D art', 'Animation', 'NFT art']"
125,https://directory.art/artist/pw_nft/post/21181ebe64dd27e446383836d538bfae43e/,"['3D art', 'Animation', 'NFT art']"
126,https://directory.art/artist/pw_nft/post/211c2f9cf941a764e62ac89a6c14c1275c5/,"['3D art', 'Animation', 'NFT art']"
127,https://directory.art/artist/visualsofazmat/post/21224ad6bcb3db34648b4ee64c2f2666944/,"['3D art', 'Conceptual art', 'Digital art', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'Painting']"
128,https://directory.art/artist/stephanduq/post/2158c4a9ec1880c4c4d90abc06af81fc149/,"['3D art', 'Animation', 'Digital art', 'Digital art', 'Illustration', 'NFT art', 'Nude art']"
129,https://directory.art/artist/stephanduq/post/215f595c86737164c97b663680c9a773223/,"['3D art', 'Animation', 'Digital art', 'Digital art', 'Illustration', 'NFT art', 'Nude art']"
130,https://directory.art/artist/stephanduq/post/215b7197375ee2744c582e65c4dc82ca614/,"['3D art', 'Animation', 'Digital art', 'Digital art', 'Illustration', 'NFT art', 'Nude art']"
131,https://directory.art/artist/tyronejkd/post/217f4be55eb761c41fcba1fc0bd6ca64438/,"['3D art', 'Abstract art', 'Digital art', 'Digital art']"
132,https://directory.art/artist/tyronejkd/post/217bccc97b0a93f4b1aa34e9ad3f71c68d5/,"['3D art', 'Abstract art', 'Digital art', 'Digital art']"
133,https://directory.art/artist/tyronejkd/post/2178cc10d606e704b42a7ecf513c6bed4fc/,"['3D art', 'Abstract art', 'Digital art', 'Digital art']"
134,https://directory.art/artist/tyronejkd/post/2172e9b8e02a8684afc8522bbdc1b039a99/,"['3D art', 'Abstract art', 'Digital art', 'Digital art']"
135,https://directory.art/artist/tyronejkd/post/21720010b61f82c4942942633918a43c705/,"['3D art', 'Abstract art', 'Digital art', 'Digital art']"
136,https://directory.art/artist/milkorva/post/22788d6f89a5ce7454f9b3c4890fe226830/,"['3D art', 'Abstract art', 'Digital art', 'Installation art', 'Performance art']"
137,https://directory.art/artist/milkorva/post/227214b784003b3445a97f74a3e0ccd136d/,"['3D art', 'Abstract art', 'Digital art', 'Installation art', 'Performance art']"
138,https://directory.art/artist/milkorva/post/227ed4cbb0cac694e6aa6648d5d9ba04ac7/,"['3D art', 'Abstract art', 'Digital art', 'Installation art', 'Performance art']"
139,https://directory.art/artist/milkorva/post/2275ea577c91abe49b0a3d0b05030f7fb16/,"['3D art', 'Abstract art', 'Digital art', 'Installation art', 'Performance art']"
140,https://directory.art/artist/warrragwag/post/2374f81a300214c4c08ba65b725d8cd2b93/,"['3D art', 'Animation', 'Architecture', 'Game design', 'NFT art', 'Painting', 'Video art', 'Virtual reality']"
141,https://directory.art/artist/warrragwag/post/23764fa8376e67b47b2b713d3cbc67407b7/,"['3D art', 'Animation', 'Architecture', 'Game design', 'NFT art', 'Painting', 'Video art', 'Virtual reality']"
142,https://directory.art/artist/warrragwag/post/2378fbb1adb2d8a4506b491edcf4f8e02c3/,"['3D art', 'Animation', 'Architecture', 'Game design', 'NFT art', 'Painting', 'Video art', 'Virtual reality']"
143,https://directory.art/artist/vmenons/post/238d2628fc701924d9e8b4dc265549f661c/,"['3D art', 'Animation', 'Digital art', 'Illustration']"
144,https://directory.art/artist/vmenons/post/2385058f925053442a991af95d5efa40a21/,"['3D art', 'Animation', 'Digital art', 'Illustration']"
145,https://directory.art/artist/vmenons/post/238147c74c607074e64b9cc08f6b03e4773/,"['3D art', 'Animation', 'Digital art', 'Illustration']"
146,https://directory.art/artist/unknownbeing/post/246ee30fb55393447d39432d945ef11ee86/,['3D art']
147,https://directory.art/artist/unknownbeing/post/246d392e24c99be43318b30a0e90cbe67ad/,['3D art']
148,https://directory.art/artist/unknownbeing/post/2463ae843d8ceb64e1990bd9264fdc936ea/,['3D art']
149,https://directory.art/artist/shoneec/post/253247f3e1151d242e9816f0968504ebac6/,"['3D art', 'Abstract art']"
150,https://directory.art/artist/shoneec/post/253ddbf12e8ebc14fde8c0cec975f3de8a2/,"['3D art', 'Abstract art']"
151,https://directory.art/artist/shoneec/post/2536e0775b2444047ccaa80d24d08a241ba/,"['3D art', 'Abstract art']"
152,https://directory.art/artist/glitchofmind/post/2594396bbf8f4d74dbab7b790cde368ccb6/,"['3D art', 'Fashion', 'NFT art', 'Photography']"
153,https://directory.art/artist/glitchofmind/post/2596494c7e0384b4214a22515c77f6ed451/,"['3D art', 'Fashion', 'NFT art', 'Photography']"
154,https://directory.art/artist/glitchofmind/post/2595f49a1b6a8de409cb598f909a62cff78/,"['3D art', 'Fashion', 'NFT art', 'Photography']"
155,https://directory.art/artist/parsamostaghim/post/27509c3d86e138c4f858bb592ab615e4cfb/,"['3D art', 'Animation', 'Music composition', 'Painting']"
156,https://directory.art/artist/parsamostaghim/post/27591134a692eec4601b208fb9eae492b04/,"['3D art', 'Animation', 'Music composition', 'Painting']"
157,https://directory.art/artist/parsamostaghim/post/27520ca50b1c512437abb5470e167e93df9/,"['3D art', 'Animation', 'Music composition', 'Painting']"
158,https://directory.art/artist/erenarik/post/2515a0c6feb323040b3bedb6312c1e0809a/,"['3D art', 'Conceptual art', 'Digital art', 'Illustration', 'NFT art', 'Video art']"
159,https://directory.art/artist/erenarik/post/2519da7c4737c7a4870b6e1f92fd23d5688/,"['3D art', 'Conceptual art', 'Digital art', 'Illustration', 'NFT art', 'Video art']"
160,https://directory.art/artist/erenarik/post/2517dd29658d65a4b05b1b8c85e4d93c344/,"['3D art', 'Conceptual art', 'Digital art', 'Illustration', 'NFT art', 'Video art']"
161,https://directory.art/artist/vesper/post/304959b272c68054a349bfabc3ed998db05/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
162,https://directory.art/artist/vesper/post/3043a5f62eb5d8d4ebc87a56f09050ba583/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
163,https://directory.art/artist/vesper/post/3043fdd6b84fb7441d094e297e0f658470c/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
164,https://directory.art/artist/vesper/post/304f5db833239804d7d9845ae76bfb67fc0/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
165,https://directory.art/artist/vesper/post/30449b5a1f842c34176b975ff42d32f8e0d/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
166,https://directory.art/artist/vesper/post/30459d3bf99714b46a99edb4c82cba65b75/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
167,https://directory.art/artist/vesper/post/304e18c04ebfc11434ea1a474a411e993c6/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
168,https://directory.art/artist/vesper/post/3046251e0e185a643eaaaa265ab3fc82d17/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
169,https://directory.art/artist/vesper/post/304a32b864aa7294034a7e733798aa9d87e/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
170,https://directory.art/artist/vesper/post/30462a94cdf985744fd86ca3f54bbd8e07b/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
171,https://directory.art/artist/vesper/post/304bda39c7d44754915be073b6f9e26bfc0/,"['3D art', 'Animation', 'Conceptual art', 'Digital art', 'Modelling', 'Music composition', 'Music production', 'NFT art', 'Photography', 'Video art']"
